"","date","event","data","row_id"
"77",2025-07-30 23:44:52,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.5 sec] - TherapyRate = [27] bpm - RiseTime = [0.5] sec - FallTime = [0.3] sec - TonicAmplitude = [1.00 mA] - PhasicAmplitude = [1.50 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [366.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.50 mA] - MinPhasicAmplitude = [1.30 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",85
"78",2025-07-30 23:45:16,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.5] sec - FallTime = [0.3] sec - TonicAmplitude = [1.00 mA] - PhasicAmplitude = [1.50 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [366.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.50 mA] - MinPhasicAmplitude = [1.30 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",86
"79",2025-07-30 23:45:48,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.5] sec - FallTime = [0.3] sec - TonicAmplitude = [1.45 mA] - PhasicAmplitude = [1.50 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [366.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.50 mA] - MinPhasicAmplitude = [1.50 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",87
"80",2025-07-30 23:46:52,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [1.45 mA] - PhasicAmplitude = [1.65 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [366.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.65 mA] - MinPhasicAmplitude = [1.50 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",88
"81",2025-07-30 23:48:24,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [1.55 mA] - PhasicAmplitude = [1.65 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [366.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.65 mA] - MinPhasicAmplitude = [1.60 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",89
"82",2025-07-30 23:50:40,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [1.55 mA] - PhasicAmplitude = [1.70 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [366.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [1.60 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",90
"83",2025-07-30 23:51:06,"LogTherapyEnd","TherapyDuration = [850 sec] - TherapyEndCause = [StopByOrder]",91
"84",2025-07-30 23:52:18,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.80 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [305.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",92
"85",2025-07-30 23:52:20,"LogTherapyStart","BatteryLevel = [2.86 V] - LeadImpedance = [1322 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]",93
"86",2025-07-30 23:52:35,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.90 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [305.0 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",94
"87",2025-07-30 23:53:24,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [27] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.90 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [305.0 micro sec] - Frequency = [30 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",95
"88",2025-07-30 23:53:47,"LogTherapyEnd","TherapyDuration = [86 sec] - TherapyEndCause = [StopByOrder]",96
"89",2025-07-30 23:54:06,"LogTherapyStart","BatteryLevel = [2.86 V] - LeadImpedance = [1334 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]",97
"90",2025-07-30 23:54:31,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [24] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.90 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [305.0 micro sec] - Frequency = [30 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",98
"91",2025-07-30 23:55:34,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [24] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.05 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [427.0 micro sec] - Frequency = [30 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",99
"92",2025-07-30 23:55:46,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [12] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.05 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [427.0 micro sec] - Frequency = [30 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",100
"93",2025-07-30 23:56:04,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [12] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.05 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [427.0 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",101
"94",2025-07-30 23:56:28,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [12] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.35 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [427.0 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",102
"95",2025-07-30 23:57:02,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.4 sec] - TherapyRate = [12] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.50 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [427.0 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",103
"96",2025-07-30 23:58:07,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [2.0 sec] - TherapyRate = [12] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.50 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [427.0 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",104
"97",2025-07-30 23:59:52,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.2 sec] - TherapyRate = [25] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.85 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",105
"98",2025-07-31 00:00:43,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [2.5 sec] - TherapyRate = [15] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.85 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",106
"99",2025-07-31 00:00:54,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [2.5 sec] - TherapyRate = [15] bpm - RiseTime = [0.3] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.00 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",107
"100",2025-07-31 00:01:34,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.0 sec] - TherapyRate = [48] bpm - RiseTime = [0.4] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.00 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",108
"101",2025-07-31 00:02:08,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.1 sec] - TherapyRate = [48] bpm - RiseTime = [0.2] sec - FallTime = [0.3] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.00 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.65 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",109
"102",2025-07-31 00:02:37,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [1.1 sec] - TherapyRate = [48] bpm - RiseTime = [0.2] sec - FallTime = [0.3] sec - TonicAmplitude = [0.80 mA] - PhasicAmplitude = [1.25 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.85 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",110
"103",2025-07-31 00:03:24,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [0.8 sec] - TherapyRate = [60] bpm - RiseTime = [0.2] sec - FallTime = [0.3] sec - TonicAmplitude = [0.80 mA] - PhasicAmplitude = [1.25 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.85 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",111
"104",2025-07-31 00:03:42,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [0.9 sec] - TherapyRate = [60] bpm - RiseTime = [0.1] sec - FallTime = [0.2] sec - TonicAmplitude = [0.80 mA] - PhasicAmplitude = [1.25 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.85 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",112
"105",2025-07-31 00:04:21,"LogProgramming","Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - UprightPauseMode = [Enabled] - RollPauseMode = [Enabled] - GyroscopeMode = [Disabled] - PhasicTime = [0.9 sec] - TherapyRate = [60] bpm - RiseTime = [0.4] sec - FallTime = [0.4] sec - TonicAmplitude = [0.80 mA] - PhasicAmplitude = [1.25 mA] - OnsetRampTime = [0 min] - EndingRampTime = [0 min] - PulseWidth = [457.5 micro sec] - Frequency = [60 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - UprightPause = [10 min] - RollPause = [0 min] - MaxPhasicAmplitude = [1.70 mA] - MinPhasicAmplitude = [0.85 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]",113
